 codigo_orgao_superior;                       nome_orgao_superior                       ; codigo_orgao_solicitante;                                            nome_orgao_solicitante                                             ; numero_pcdp  ; localizador; data_emissao; data_embarque; valor_tarifa_comercial; percentual_desconto_aplicado; valor_tarifa_governo; valor_tarifa_embarque; valor_bilhete;        companhia_aerea         ; classe_tarifaria;                                       regra_tarifaria                                       ; emissao; no_show; remarcado; cancelado; valor_multas; valor_reembolso; diferenca_tarifa; situacao_bilhete
46; Advocacia-Geral da União                                        ;70352; Secretaria-Geral de Administração                                                                             ; 001621/24    ; HLCQRE      ; 25/06/2024   ; 14/07/2024    ;                1446.90;                         3.00;              1403.49;                 29.51;       1433.00; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;70352; Secretaria-Geral de Administração                                                                             ; 001622/24    ; MGWETD      ; 25/06/2024   ; 20/07/2024    ;                1136.90;                         3.00;              1102.79;                 52.56;       1155.35; LATAM AIRLINES BRASIL          ; N                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;70352; Secretaria-Geral de Administração                                                                             ; 001622/24    ; YWTHJZ      ; 25/06/2024   ; 14/07/2024    ;                1446.90;                         3.00;              1403.49;                 29.51;       1433.00; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;70352; Secretaria-Geral de Administração                                                                             ; 001623/24    ; MFFACX      ; 25/06/2024   ; 20/07/2024    ;                1136.90;                         3.00;              1102.79;                 52.56;       1155.35; LATAM AIRLINES BRASIL          ; N                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;70352; Secretaria-Geral de Administração                                                                             ; 001623/24    ; MILPKF      ; 25/06/2024   ; 14/07/2024    ;                1446.90;                         3.00;              1403.49;                 29.51;       1433.00; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001345/24    ; DETAJH      ; 10/06/2024   ; 23/06/2024    ;                 518.90;                         0.00;               518.90;                 35.01;        553.91; LATAM AIRLINES BRASIL          ; O                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001345/24    ; HWQLUQ      ; 20/05/2024   ; 24/06/2024    ;                 410.90;                         3.00;               398.57;                 35.01;        433.58; LATAM AIRLINES BRASIL          ; G                ;                                                                                             ; Não     ; Não     ; Não       ; Sim       ;       398.57;            0.00;             0.00; Cancelado
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001346/24    ; HWFDVV      ; 20/05/2024   ; 24/06/2024    ;                 410.90;                         3.00;               398.57;                 35.01;        433.58; LATAM AIRLINES BRASIL          ; G                ;                                                                                             ; Não     ; Não     ; Não       ; Sim       ;       398.57;            0.00;             0.00; Cancelado
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001346/24    ; IPZXUA      ; 10/06/2024   ; 23/06/2024    ;                 518.90;                         3.00;               503.33;                 35.01;        538.34; LATAM AIRLINES BRASIL          ; O                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001351/24    ; AKVBQW      ; 10/06/2024   ; 23/06/2024    ;                 518.90;                         3.00;               503.33;                 35.01;        538.34; LATAM AIRLINES BRASIL          ; O                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001351/24    ; LQSDWV      ; 20/05/2024   ; 24/06/2024    ;                 410.90;                         3.00;               398.57;                 35.01;        433.58; LATAM AIRLINES BRASIL          ; G                ;                                                                                             ; Não     ; Não     ; Não       ; Sim       ;       398.57;            0.00;             0.00; Cancelado
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001575/24    ; KMNJTA      ; 19/06/2024   ; 02/07/2024    ;                 471.90;                         3.00;               457.74;                 33.11;        490.85; AZUL LINHAS AÉREAS BRASILEIRA  ; P                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;77635; Procuradoria Regional Federal 3ª Região                                                                       ; 001575/24    ; VG9B6F      ; 19/06/2024   ; 03/07/2024    ;                 251.90;                         3.00;               244.34;                 28.85;        273.19; AZUL LINHAS AÉREAS BRASILEIRA  ; T                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;86565; Procuradoria Regional Federal 5ª Região                                                                       ; 001421/24    ; GNLL5X      ; 05/06/2024   ; 07/06/2024    ;                1759.90;                         5.50;              1663.11;                 56.22;       1719.33; AZUL LINHAS AÉREAS BRASILEIRA  ; G                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;86565; Procuradoria Regional Federal 5ª Região                                                                       ; 001421/24    ; SVCVVH      ; 05/06/2024   ; 08/06/2024    ;                2125.90;                         3.00;              2062.12;                 29.51;       2091.63; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001441/24    ; FKVCZZ      ; 04/06/2024   ; 22/06/2024    ;                1480.90;                         3.00;              1436.47;                 52.56;       1489.03; GOL Linhas Aéreas Inteligentes; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001441/24    ; FMPQAN      ; 04/06/2024   ; 15/06/2024    ;                3586.80;                         3.00;              3479.19;                 51.07;       3530.26; LATAM AIRLINES BRASIL          ; N,K              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001442/24    ; NEUBOQ      ; 04/06/2024   ; 23/06/2024    ;                1480.90;                         3.00;              1436.47;                 52.56;       1489.03; GOL Linhas Aéreas Inteligentes; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001442/24    ; YBLUPY      ; 04/06/2024   ; 15/06/2024    ;                1900.90;                         3.00;              1843.87;                 29.51;       1873.38; LATAM AIRLINES BRASIL          ; V                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001443/24    ; CQLNYC      ; 04/06/2024   ; 23/06/2024    ;                1900.90;                         3.00;              1843.87;                 52.56;       1896.43; LATAM AIRLINES BRASIL          ; V                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001443/24    ; FMOPOK      ; 04/06/2024   ; 15/06/2024    ;                1900.90;                         3.00;              1843.87;                 29.51;       1873.38; LATAM AIRLINES BRASIL          ; V                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001446/24    ; NEMLYI      ; 04/06/2024   ; 15/06/2024    ;                4318.80;                         3.00;              4189.23;                 51.07;       4240.30; LATAM AIRLINES BRASIL          ; L,L              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001447/24    ; COCFJK      ; 04/06/2024   ; 15/06/2024    ;                4318.80;                         3.00;              4189.23;                 51.07;       4240.30; LATAM AIRLINES BRASIL          ; L,L              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001447/24    ; NERJEU      ; 04/06/2024   ; 22/06/2024    ;                1702.90;                         3.00;              1651.81;                 52.56;       1704.37; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001448/24    ; COGFFI      ; 04/06/2024   ; 15/06/2024    ;                1900.90;                         3.00;              1843.87;                 29.51;       1873.38; LATAM AIRLINES BRASIL          ; V                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001448/24    ; SBNJDW      ; 04/06/2024   ; 22/06/2024    ;                1702.90;                         3.00;              1651.81;                 52.56;       1704.37; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001644/24    ; EL61ST      ; 28/06/2024   ; 05/07/2024    ;                1377.90;                         5.50;              1302.12;                 42.83;       1344.95; AZUL LINHAS AÉREAS BRASILEIRA  ; K                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;96379; Procuradoria Regional Federal 1ª Região                                                                       ; 001644/24    ; LJMRGJ      ; 28/06/2024   ; 03/07/2024    ;                1993.90;                         5.50;              1884.24;                 29.51;       1913.75; AZUL LINHAS AÉREAS BRASILEIRA  ; M                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;301327; Superintendência Regional de Administração da 6ª Região                                                       ; 000766/24    ; KJUK2G      ; 04/06/2024   ; 27/06/2024    ;                1516.90;                         3.00;              1471.39;                 29.51;       1500.90; AZUL LINHAS AÉREAS BRASILEIRA  ; H                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;301327; Superintendência Regional de Administração da 6ª Região                                                       ; 000766/24    ; NEJDTL      ; 04/06/2024   ; 25/06/2024    ;                 557.90;                         5.50;               527.22;                 31.69;        558.91; AZUL LINHAS AÉREAS BRASILEIRA  ; S                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
46; Advocacia-Geral da União                                        ;301327; Superintendência Regional de Administração da 6ª Região                                                       ; 000766/24    ; WSSKZK      ; 10/04/2024   ; 14/06/2024    ;                 800.90;                         3.00;               776.87;                 53.14;        830.01; GOL Linhas Aéreas Inteligentes; N,N              ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Não     ; Não     ; Não       ; Sim       ;       614.12;            0.00;             0.00; Cancelado
46; Advocacia-Geral da União                                        ;301327; Superintendência Regional de Administração da 6ª Região                                                       ; 000766/24    ; YPBCHD      ; 10/04/2024   ; 11/06/2024    ;                 586.00;                         3.00;               568.42;                 30.40;        598.82; GOL Linhas Aéreas Inteligentes; B,B              ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Não     ; Não     ; Não       ; Sim       ;       489.05;            0.00;             0.00; Cancelado
46; Advocacia-Geral da União                                        ;301135; Procuradoria Regional da União da 6ª Região                                                                   ; 001550/24    ; QP5SKX      ; 18/06/2024   ; 24/07/2024    ;                 371.36;                         3.00;               360.22;                 29.51;        389.73; AZUL LINHAS AÉREAS BRASILEIRA  ; T                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;301135; Procuradoria Regional da União da 6ª Região                                                                   ; 001550/24    ; VCQ9KR      ; 18/06/2024   ; 22/07/2024    ;                 611.90;                         3.00;               593.54;                 31.69;        625.23; AZUL LINHAS AÉREAS BRASILEIRA  ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;300705; Secretaria de Governança e Gestão Estratégica                                                                 ; 001542/24    ; ELOHZX      ; 18/06/2024   ; 29/07/2024    ;                 348.90;                         3.00;               338.43;                 29.51;        367.94; GOL Linhas Aéreas Inteligentes; B                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;300705; Secretaria de Governança e Gestão Estratégica                                                                 ; 001542/24    ; GQLLZA      ; 18/06/2024   ; 30/07/2024    ;                 348.90;                         3.00;               338.43;                 54.20;        392.63; GOL Linhas Aéreas Inteligentes; B                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;300705; Secretaria de Governança e Gestão Estratégica                                                                 ; 001611/24    ; BEEC9V      ; 24/06/2024   ; 04/07/2024    ;                 647.90;                         5.50;               612.27;                 29.51;        641.78; AZUL LINHAS AÉREAS BRASILEIRA  ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
46; Advocacia-Geral da União                                        ;300705; Secretaria de Governança e Gestão Estratégica                                                                 ; 001611/24    ; LGJ64C      ; 24/06/2024   ; 05/07/2024    ;                 647.90;                         5.50;               612.27;                 42.83;        655.10; AZUL LINHAS AÉREAS BRASILEIRA  ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;3152; Secretaria Especial de Análise Governamental                                                                  ; 001185/24    ; WK16YM      ; 28/06/2024   ; 05/07/2024    ;                2447.90;                         5.50;              2313.27;                 29.51;       2342.78; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;3152; Secretaria Especial de Análise Governamental                                                                  ; 001185/24    ; WMRFOC      ; 28/06/2024   ; 05/07/2024    ;                2447.90;                        15.00;              2080.71;                 31.69;       2112.40; GOL Linhas Aéreas Inteligentes; T                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;3152; Secretaria Especial de Análise Governamental                                                                  ; 001186/24    ; JIBS6Z      ; 28/06/2024   ; 05/07/2024    ;                2447.90;                         5.50;              2313.27;                 29.51;       2342.78; AZUL LINHAS AÉREAS BRASILEIRA  ; F                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;3152; Secretaria Especial de Análise Governamental                                                                  ; 001186/24    ; MBZAHN      ; 28/06/2024   ; 05/07/2024    ;                2447.90;                        15.00;              2080.71;                 31.69;       2112.40; GOL Linhas Aéreas Inteligentes; T                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000410/24-1C; CSKDAN      ; 14/03/2024   ; 15/03/2024    ;                2506.90;                         3.00;              2431.69;                 53.14;       2484.83; GOL Linhas Aéreas Inteligentes; J                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Não     ; Não     ; Não       ; Sim       ;      2431.69;            0.00;             0.00; Cancelado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000931/24-1C; OMLSJI      ; 04/06/2024   ; 07/06/2024    ;                2091.90;                         3.00;              2029.14;                 29.51;       2058.65; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Sim       ;         0.00;            0.00;             0.00; Cancelado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000931/24-1C; YDBPWY      ; 04/06/2024   ; 08/06/2024    ;                1991.90;                         3.00;              1932.14;                 30.65;       1962.79; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000968/24-1C; MVMQBU      ; 04/06/2024   ; 07/06/2024    ;                2091.90;                         3.00;              2029.14;                 29.51;       2058.65; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Sim       ;      2029.14;            0.00;             0.00; Cancelado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000968/24-1C; NGEXUH      ; 04/06/2024   ; 08/06/2024    ;                1991.90;                         3.00;              1932.14;                 30.65;       1962.79; LATAM AIRLINES BRASIL          ; M                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000989/24    ; OGGUKP      ; 07/06/2024   ; 12/06/2024    ;                1446.21;                         8.89;              1317.65;                 29.51;       1347.16; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 000989/24    ; YVCVXH      ; 07/06/2024   ; 13/06/2024    ;                1446.21;                         8.89;              1317.65;                 54.20;       1371.85; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001034/24-1C; KZRAON      ; 12/06/2024   ; 17/06/2024    ;                2092.90;                         3.00;              2030.11;                 29.51;       2059.62; GOL Linhas Aéreas Inteligentes; J                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001034/24-1C; KZTJKE      ; 12/06/2024   ; 19/06/2024    ;                1531.90;                         3.00;              1485.94;                 51.92;       1537.86; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001035/24-1C; KJNESC      ; 12/06/2024   ; 17/06/2024    ;                2092.90;                         3.00;              2030.11;                 29.51;       2059.62; GOL Linhas Aéreas Inteligentes; J                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001035/24-1C; KZARDH      ; 12/06/2024   ; 19/06/2024    ;                1531.90;                         3.00;              1485.94;                 51.92;       1537.86; LATAM AIRLINES BRASIL          ; L                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001076/24    ; ESAGTJ      ; 18/06/2024   ; 21/06/2024    ;                2236.90;                        15.00;              1901.36;                 29.51;       1930.87; GOL Linhas Aéreas Inteligentes; W                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;8836; Secretaria-Executiva/CC                                                                                       ; 001076/24    ; IZVOBE      ; 18/06/2024   ; 21/06/2024    ;                2236.90;                        15.00;              1901.36;                 54.20;       1955.56; GOL Linhas Aéreas Inteligentes; W                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 000999/24    ; EVSDZL      ; 07/06/2024   ; 17/06/2024    ;                3277.62;                         8.89;              2986.26;                 82.07;       3068.33; LATAM AIRLINES BRASIL          ; L/L              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001009/24    ; EXBWZW      ; 07/06/2024   ; 19/06/2024    ;                1566.90;                         3.00;              1519.89;                 29.51;       1549.40; GOL Linhas Aéreas Inteligentes; P                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001009/24    ; EZPMSL      ; 07/06/2024   ; 20/06/2024    ;                1410.21;                         8.89;              1284.85;                 44.27;       1329.12; LATAM AIRLINES BRASIL          ; X                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001055/24    ; KBVXOM      ; 13/06/2024   ; 18/06/2024    ;                2917.90;                        15.00;              2480.21;                 44.27;       2524.48; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001055/24    ; MXADJI      ; 13/06/2024   ; 18/06/2024    ;                2769.09;                         3.00;              2686.01;                 29.51;       2715.52; LATAM AIRLINES BRASIL          ; H                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001088/24    ; AMXTLI      ; 19/06/2024   ; 06/07/2024    ;                3089.00;                         3.00;              2996.33;                 52.56;       3048.89; LATAM AIRLINES BRASIL          ; Y                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001088/24    ; FTWGKW      ; 19/06/2024   ; 30/06/2024    ;                5973.80;                         3.00;              5794.58;                 52.56;       5847.14; LATAM AIRLINES BRASIL          ; B,B              ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001088/24    ; FYWBXH      ; 19/06/2024   ; 09/07/2024    ;                1193.90;                        15.00;              1014.81;                 29.51;       1044.32; GOL Linhas Aéreas Inteligentes; A                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;78055; Secretaria Especial de Articulação e Monitoramento                                                            ; 001125/24    ; SLHCLD      ; 24/06/2024   ; 07/07/2024    ;                 678.70;                         3.00;               658.33;                 44.27;        702.60; GOL Linhas Aéreas Inteligentes; O                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Andamento
2837; Casa Civil da Presidência da República                          ;244460; Secretaria de Administração                                                                                   ; 000941/24    ; HEQQEQ      ; 03/06/2024   ; 08/06/2024    ;                2043.90;                         3.00;              1982.58;                 45.07;       2027.65; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;244460; Secretaria de Administração                                                                                   ; 000941/24    ; WRUAJF      ; 03/06/2024   ; 06/06/2024    ;                2858.90;                         3.00;              2773.13;                 29.51;       2802.64; GOL Linhas Aéreas Inteligentes; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;244460; Secretaria de Administração                                                                                   ; 000942/24    ; DCQFDO      ; 03/06/2024   ; 07/06/2024    ;                2043.90;                         3.00;              1982.58;                 29.51;       2012.09; GOL Linhas Aéreas Inteligentes; J                ; https://www.voegol.com.br/pt/informacoes/tarifas                                            ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;244460; Secretaria de Administração                                                                                   ; 000942/24    ; NNZKTQ      ; 03/06/2024   ; 08/06/2024    ;                2043.90;                         3.00;              1982.58;                 45.07;       2027.65; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
2837; Casa Civil da Presidência da República                          ;244460; Secretaria de Administração                                                                                   ; 000943/24    ; NYTPQC      ; 03/06/2024   ; 08/06/2024    ;                2043.90;                         3.00;              1982.58;                 45.07;       2027.65; LATAM AIRLINES BRASIL          ; K                ;                                                                                             ; Sim     ; Não     ; Não       ; Não       ;         0.00;            0.00;             0.00; Voado
